dataset,period_id,edge_idx,fallback_rate_cents_per_m,dt_sec,odo_delta_m,cell_idx,zone_id,zone_rate_cents_per_m,exact_fee_cents,fallback_fee_cents,fallback_charged_distance_m,speed_bound_slack_m,honest_outage,strategic_declared_outage
rome,rome:60:213-0-s41:p0,17,11,60,35,1308,120,12,420,21780,1980,1945,False,False
rome,rome:60:213-0-s41:p0,18,11,59,23,1308,120,12,276,21417,1947,1924,False,False
rome,rome:60:213-0-s41:p0,19,11,61,9,1308,120,12,108,22143,2013,2004,True,False
rome,rome:60:213-0-s41:p0,20,11,60,11,1308,120,12,132,21780,1980,1969,False,False
rome,rome:60:213-0-s41:p0,21,11,60,5,1308,120,12,60,21780,1980,1975,False,False
rome,rome:60:213-0-s41:p0,22,11,60,0,1308,120,12,0,21780,1980,1980,False,False
rome,rome:60:213-0-s41:p0,23,11,60,10,1308,120,12,120,21780,1980,1970,False,False
rome,rome:60:213-0-s41:p1,0,11,60,10,1308,120,12,120,21780,1980,1970,False,False
rome,rome:60:213-0-s41:p1,1,11,60,12,1308,120,12,144,21780,1980,1968,False,False
rome,rome:60:213-0-s41:p1,2,11,60,6,1308,120,12,72,21780,1980,1974,False,False
rome,rome:60:213-0-s41:p1,3,11,60,11,1308,120,12,132,21780,1980,1969,False,False
rome,rome:60:213-0-s41:p1,4,11,60,12,1308,120,12,144,21780,1980,1968,False,False
rome,rome:60:213-0-s41:p1,5,11,59,2,1308,120,12,24,21417,1947,1945,False,False
rome,rome:60:213-0-s41:p1,6,11,61,18,1308,120,12,216,22143,2013,1995,True,False
rome,rome:60:213-0-s41:p1,7,11,59,10,1308,120,12,120,21417,1947,1937,False,False
rome,rome:60:213-0-s41:p1,8,11,61,11,1308,120,12,132,22143,2013,2002,True,False
rome,rome:60:213-0-s41:p1,9,11,59,16,1308,120,12,192,21417,1947,1931,False,False
rome,rome:60:213-0-s41:p1,10,11,61,8,1308,120,12,96,22143,2013,2005,True,False
rome,rome:60:213-0-s41:p1,11,11,59,12,1308,120,12,144,21417,1947,1935,False,False
rome,rome:60:213-0-s41:p1,12,11,61,4,1308,120,12,48,22143,2013,2009,True,False
rome,rome:60:213-0-s41:p1,13,11,59,20,1308,120,12,240,21417,1947,1927,False,False
rome,rome:60:213-0-s41:p1,14,11,61,16,1308,120,12,192,22143,2013,1997,True,False
rome,rome:60:213-0-s41:p1,15,11,60,10,1308,120,12,120,21780,1980,1970,False,False
rome,rome:60:213-0-s41:p1,16,11,61,8,1308,120,12,96,22143,2013,2005,True,False
rome,rome:60:213-0-s41:p1,17,11,59,2,1308,120,12,24,21417,1947,1945,False,False
rome,rome:60:213-0-s41:p1,18,11,60,5,1308,120,12,60,21780,1980,1975,False,False
rome,rome:60:213-0-s41:p1,19,11,60,21,1308,120,12,252,21780,1980,1959,False,False
rome,rome:60:213-0-s41:p1,20,11,59,16,1308,120,12,192,21417,1947,1931,False,False
rome,rome:60:213-0-s41:p1,21,11,60,6,1308,120,12,72,21780,1980,1974,False,False
rome,rome:60:213-0-s41:p1,22,11,60,9,1308,120,12,108,21780,1980,1971,False,False
rome,rome:60:213-0-s41:p1,23,11,60,7,1308,120,12,84,21780,1980,1973,False,False
rome,rome:60:213-0-s66:p0,0,11,49,641,613,120,12,7692,17787,1617,976,False,False
rome,rome:60:213-0-s66:p0,1,11,69,2,1012,120,12,24,25047,2277,2275,True,False
rome,rome:60:213-0-s66:p0,2,11,60,0,1012,120,12,0,21780,1980,1980,False,False
rome,rome:60:213-0-s66:p0,3,11,61,0,1012,120,12,0,22143,2013,2013,True,False
rome,rome:60:213-0-s66:p0,4,11,59,0,1012,120,12,0,21417,1947,1947,False,False
rome,rome:60:213-0-s66:p0,5,11,60,3,1012,120,12,36,21780,1980,1977,False,False
rome,rome:60:213-0-s66:p0,6,11,60,0,1012,120,12,0,21780,1980,1980,False,False
rome,rome:60:213-0-s66:p0,7,11,60,13,1012,120,12,156,21780,1980,1967,False,False
rome,rome:60:213-0-s66:p0,8,11,62,0,1012,120,12,0,22506,2046,2046,True,False
rome,rome:60:213-0-s66:p0,9,11,58,0,1012,120,12,0,21054,1914,1914,False,False
rome,rome:60:213-0-s66:p0,10,11,60,4,1012,120,12,48,21780,1980,1976,False,False
rome,rome:60:213-0-s66:p0,11,11,60,0,1012,120,12,0,21780,1980,1980,False,False
rome,rome:60:213-0-s66:p0,12,11,60,0,1012,120,12,0,21780,1980,1980,False,False
rome,rome:60:213-0-s66:p0,13,11,60,0,1012,120,12,0,21780,1980,1980,False,False
rome,rome:60:213-0-s66:p0,14,11,60,0,1012,120,12,0,21780,1980,1980,False,False
rome,rome:60:213-0-s66:p0,15,11,60,7,1012,120,12,84,21780,1980,1973,False,False
rome,rome:60:213-0-s66:p0,16,11,60,0,1112,120,12,0,21780,1980,1980,False,False
rome,rome:60:213-0-s66:p0,17,11,61,0,1112,120,12,0,22143,2013,2013,True,False
rome,rome:60:213-0-s66:p0,18,11,60,12,1112,120,12,144,21780,1980,1968,False,False
rome,rome:60:213-0-s66:p0,19,11,60,4,1112,120,12,48,21780,1980,1976,False,False
rome,rome:60:213-0-s66:p0,20,11,59,42,1112,120,12,504,21417,1947,1905,False,False
rome,rome:60:213-0-s66:p0,21,11,61,2,1112,120,12,24,22143,2013,2011,True,False
rome,rome:60:213-0-s66:p0,22,11,59,7,1112,120,12,84,21417,1947,1940,False,False
rome,rome:60:213-0-s66:p0,23,11,60,5,1112,120,12,60,21780,1980,1975,False,False
rome,rome:60:214-0-s203:p0,0,11,48,39,414,120,12,468,17424,1584,1545,False,False
rome,rome:60:214-0-s203:p0,1,11,72,61,514,120,12,732,26136,2376,2315,True,False
rome,rome:60:214-0-s203:p0,2,11,60,590,514,120,12,7080,21780,1980,1390,False,False
rome,rome:60:214-0-s203:p0,3,11,60,148,1010,120,12,1776,21780,1980,1832,False,False
rome,rome:60:214-0-s203:p0,4,11,60,0,1012,120,12,0,21780,1980,1980,False,False
rome,rome:60:214-0-s203:p0,5,11,60,0,1012,120,12,0,21780,1980,1980,False,False
rome,rome:60:214-0-s203:p0,6,11,60,0,1012,120,12,0,21780,1980,1980,False,False
rome,rome:60:214-0-s203:p0,7,11,60,0,1012,120,12,0,21780,1980,1980,False,False
rome,rome:60:214-0-s203:p0,8,11,60,1,1012,120,12,12,21780,1980,1979,False,False
rome,rome:60:214-0-s203:p0,9,11,47,0,1012,120,12,0,17061,1551,1551,False,False
rome,rome:60:214-0-s203:p0,10,11,73,0,1012,120,12,0,26499,2409,2409,True,False
rome,rome:60:214-0-s203:p0,11,11,60,0,1012,120,12,0,21780,1980,1980,False,False
rome,rome:60:214-0-s203:p0,12,11,60,0,1012,120,12,0,21780,1980,1980,False,False
rome,rome:60:214-0-s203:p0,13,11,61,0,1012,120,12,0,22143,2013,2013,True,False
rome,rome:60:214-0-s203:p0,14,11,59,0,1012,120,12,0,21417,1947,1947,False,False
rome,rome:60:214-0-s203:p0,15,11,60,0,1012,120,12,0,21780,1980,1980,False,False
rome,rome:60:214-0-s203:p0,16,11,61,6,1012,120,12,72,22143,2013,2007,True,False
rome,rome:60:214-0-s203:p0,17,11,59,0,1012,120,12,0,21417,1947,1947,False,False
rome,rome:60:214-0-s203:p0,18,11,60,6,1012,120,12,72,21780,1980,1974,False,False
rome,rome:60:214-0-s203:p0,19,11,60,0,1012,120,12,0,21780,1980,1980,False,False
rome,rome:60:214-0-s203:p0,20,11,60,0,1012,120,12,0,21780,1980,1980,False,False
rome,rome:60:214-0-s203:p0,21,11,60,10,1012,120,12,120,21780,1980,1970,False,False
rome,rome:60:214-0-s203:p0,22,11,60,0,1012,120,12,0,21780,1980,1980,False,False
rome,rome:60:214-0-s203:p0,23,11,61,0,1012,120,12,0,22143,2013,2013,True,False
rome,rome:60:214-0-s203:p1,0,11,62,0,1012,120,12,0,22506,2046,2046,True,False
rome,rome:60:214-0-s203:p1,1,11,58,0,1012,120,12,0,21054,1914,1914,False,False
rome,rome:60:214-0-s203:p1,2,11,61,0,1012,120,12,0,22143,2013,2013,True,False
rome,rome:60:214-0-s203:p1,3,11,63,0,1012,120,12,0,22869,2079,2079,True,False
rome,rome:60:214-0-s203:p1,4,11,57,0,1012,120,12,0,20691,1881,1881,False,False
rome,rome:60:214-0-s203:p1,5,11,59,0,1012,120,12,0,21417,1947,1947,False,False
rome,rome:60:214-0-s203:p1,6,11,61,0,1012,120,12,0,22143,2013,2013,True,False
rome,rome:60:214-0-s203:p1,7,11,59,0,1012,120,12,0,21417,1947,1947,False,False
rome,rome:60:214-0-s203:p1,8,11,61,0,1012,120,12,0,22143,2013,2013,True,False
rome,rome:60:214-0-s203:p1,9,11,59,5,1012,120,12,60,21417,1947,1942,False,False
rome,rome:60:214-0-s203:p1,10,11,60,16,1012,120,12,192,21780,1980,1964,False,False
rome,rome:60:214-0-s203:p1,11,11,60,0,1012,120,12,0,21780,1980,1980,False,False
rome,rome:60:214-0-s203:p1,12,11,61,1,1012,120,12,12,22143,2013,2012,True,False
rome,rome:60:214-0-s203:p1,13,11,59,0,1012,120,12,0,21417,1947,1947,False,False
rome,rome:60:214-0-s203:p1,14,11,61,0,1012,120,12,0,22143,2013,2013,True,False
rome,rome:60:214-0-s203:p1,15,11,60,0,1012,120,12,0,21780,1980,1980,False,False
rome,rome:60:214-0-s203:p1,16,11,60,0,1012,120,12,0,21780,1980,1980,False,False
rome,rome:60:214-0-s203:p1,17,11,59,0,1012,120,12,0,21417,1947,1947,False,False
rome,rome:60:214-0-s203:p1,18,11,60,22,1012,120,12,264,21780,1980,1958,False,False
rome,rome:60:214-0-s203:p1,19,11,60,23,1112,120,12,276,21780,1980,1957,False,False
rome,rome:60:214-0-s203:p1,20,11,60,88,1112,120,12,1056,21780,1980,1892,False,False
rome,rome:60:214-0-s203:p1,21,11,61,0,1012,120,12,0,22143,2013,2013,True,False
rome,rome:60:214-0-s203:p1,22,11,59,235,1012,120,12,2820,21417,1947,1712,False,False
rome,rome:60:214-0-s203:p1,23,11,60,236,914,120,12,2832,21780,1980,1744,False,False
rome,rome:60:214-0-s220:p0,0,11,60,0,614,120,12,0,21780,1980,1980,False,False
rome,rome:60:214-0-s220:p0,1,11,60,8,614,120,12,96,21780,1980,1972,False,False
rome,rome:60:214-0-s220:p0,2,11,60,0,614,120,12,0,21780,1980,1980,False,False
rome,rome:60:214-0-s220:p0,3,11,60,94,614,120,12,1128,21780,1980,1886,False,False
rome,rome:60:214-0-s220:p0,4,11,60,551,513,120,12,6612,21780,1980,1429,False,False
rome,rome:60:214-0-s220:p0,5,11,60,211,1010,120,12,2532,21780,1980,1769,False,False
rome,rome:60:214-0-s220:p0,6,11,60,0,1012,120,12,0,21780,1980,1980,False,False
rome,rome:60:214-0-s220:p0,7,11,60,0,1012,120,12,0,21780,1980,1980,False,False
rome,rome:60:214-0-s220:p0,8,11,60,0,1012,120,12,0,21780,1980,1980,False,False
rome,rome:60:214-0-s220:p0,9,11,60,0,1012,120,12,0,21780,1980,1980,False,False
rome,rome:60:214-0-s220:p0,10,11,60,1,1012,120,12,12,21780,1980,1979,False,False
rome,rome:60:214-0-s220:p0,11,11,60,0,1012,120,12,0,21780,1980,1980,False,False
rome,rome:60:214-0-s220:p0,12,11,60,0,1012,120,12,0,21780,1980,1980,False,False
rome,rome:60:214-0-s220:p0,13,11,60,0,1012,120,12,0,21780,1980,1980,False,False
rome,rome:60:214-0-s220:p0,14,11,60,0,1012,120,12,0,21780,1980,1980,False,False
rome,rome:60:214-0-s220:p0,15,11,60,0,1012,120,12,0,21780,1980,1980,False,False
rome,rome:60:214-0-s220:p0,16,11,60,0,1012,120,12,0,21780,1980,1980,False,False
rome,rome:60:214-0-s220:p0,17,11,60,0,1012,120,12,0,21780,1980,1980,False,False
rome,rome:60:214-0-s220:p0,18,11,61,0,1012,120,12,0,22143,2013,2013,True,False
rome,rome:60:214-0-s220:p0,19,11,59,0,1012,120,12,0,21417,1947,1947,False,False
rome,rome:60:214-0-s220:p0,20,11,61,0,1012,120,12,0,22143,2013,2013,True,False
rome,rome:60:214-0-s220:p0,21,11,59,7,1012,120,12,84,21417,1947,1940,False,False
rome,rome:60:214-0-s220:p0,22,11,60,0,1012,120,12,0,21780,1980,1980,False,False
rome,rome:60:214-0-s220:p0,23,11,60,0,1012,120,12,0,21780,1980,1980,False,False
rome,rome:60:229-0-s172:p0,0,11,75,164,1307,120,12,1968,27225,2475,2311,True,False
rome,rome:60:229-0-s172:p0,1,11,57,213,1205,120,12,2556,20691,1881,1668,False,False
rome,rome:60:229-0-s172:p0,2,11,61,0,1203,100,10,0,22143,2013,2013,True,False
rome,rome:60:229-0-s172:p0,3,11,61,26,1203,100,10,260,22143,2013,1987,True,False
rome,rome:60:229-0-s172:p0,4,11,47,0,1204,100,10,0,17061,1551,1551,False,False
rome,rome:60:229-0-s172:p0,5,11,58,11,1204,100,10,110,21054,1914,1903,False,False
rome,rome:60:229-0-s172:p0,6,11,60,17,1203,100,10,170,21780,1980,1963,False,False
rome,rome:60:229-0-s172:p0,7,11,60,4,1204,100,10,40,21780,1980,1976,False,False
rome,rome:60:229-0-s172:p0,8,11,60,16,1204,100,10,160,21780,1980,1964,False,False
rome,rome:60:229-0-s172:p0,9,11,60,12,1204,100,10,120,21780,1980,1968,False,False
rome,rome:60:229-0-s172:p0,10,11,60,9,1204,100,10,90,21780,1980,1971,False,False
rome,rome:60:229-0-s172:p0,11,11,62,32,1204,100,10,320,22506,2046,2014,True,False
rome,rome:60:229-0-s172:p0,12,11,72,41,1204,100,10,410,26136,2376,2335,True,False
rome,rome:60:229-0-s172:p0,13,11,48,41,1204,100,10,410,17424,1584,1543,False,False
rome,rome:60:229-0-s172:p0,14,11,58,19,1203,100,10,190,21054,1914,1895,False,False
rome,rome:60:229-0-s172:p0,15,11,62,7,1203,100,10,70,22506,2046,2039,True,False
rome,rome:60:229-0-s172:p0,16,11,72,24,1203,100,10,240,26136,2376,2352,True,False
rome,rome:60:229-0-s172:p0,17,11,62,13,1204,100,10,130,22506,2046,2033,True,False
rome,rome:60:229-0-s172:p0,18,11,44,9,1204,100,10,90,15972,1452,1443,False,False
rome,rome:60:229-0-s172:p0,19,11,60,20,1204,100,10,200,21780,1980,1960,False,False
rome,rome:60:229-0-s172:p0,20,11,60,22,1204,100,10,220,21780,1980,1958,False,False
rome,rome:60:229-0-s172:p0,21,11,60,19,1203,100,10,190,21780,1980,1961,False,False
rome,rome:60:229-0-s172:p0,22,11,68,14,1204,100,10,140,24684,2244,2230,True,False
rome,rome:60:229-0-s172:p0,23,11,67,22,1204,100,10,220,24321,2211,2189,True,False
rome,rome:60:234-0-s260:p0,0,11,57,528,1215,120,12,6336,20691,1881,1353,False,False
rome,rome:60:234-0-s260:p0,1,11,62,25,1513,100,10,250,22506,2046,2021,True,False
rome,rome:60:234-0-s260:p0,2,11,59,0,1513,100,10,0,21417,1947,1947,False,False
rome,rome:60:234-0-s260:p0,3,11,60,0,1513,100,10,0,21780,1980,1980,False,False
rome,rome:60:234-0-s260:p0,4,11,60,0,1513,100,10,0,21780,1980,1980,False,False
rome,rome:60:234-0-s260:p0,5,11,61,4,1513,100,10,40,22143,2013,2009,True,False
rome,rome:60:234-0-s260:p0,6,11,59,15,1513,100,10,150,21417,1947,1932,False,False
rome,rome:60:234-0-s260:p0,7,11,59,25,1513,100,10,250,21417,1947,1922,False,False
rome,rome:60:234-0-s260:p0,8,11,61,32,1513,100,10,320,22143,2013,1981,True,False
rome,rome:60:234-0-s260:p0,9,11,60,15,1513,100,10,150,21780,1980,1965,False,False
rome,rome:60:234-0-s260:p0,10,11,59,33,1513,100,10,330,21417,1947,1914,False,False
rome,rome:60:234-0-s260:p0,11,11,61,19,1513,100,10,190,22143,2013,1994,True,False
rome,rome:60:234-0-s260:p0,12,11,60,27,1513,100,10,270,21780,1980,1953,False,False
rome,rome:60:234-0-s260:p0,13,11,60,22,1513,100,10,220,21780,1980,1958,False,False
rome,rome:60:234-0-s260:p0,14,11,61,14,1513,100,10,140,22143,2013,1999,True,False
rome,rome:60:234-0-s260:p0,15,11,58,23,1513,100,10,230,21054,1914,1891,False,False
rome,rome:60:234-0-s260:p0,16,11,61,33,1513,100,10,330,22143,2013,1980,True,False
rome,rome:60:234-0-s260:p0,17,11,60,20,1513,100,10,200,21780,1980,1960,False,False
rome,rome:60:234-0-s260:p0,18,11,60,11,1513,100,10,110,21780,1980,1969,False,False
rome,rome:60:234-0-s260:p0,19,11,60,24,1513,100,10,240,21780,1980,1956,False,False
rome,rome:60:234-0-s260:p0,20,11,60,8,1513,100,10,80,21780,1980,1972,False,False
rome,rome:60:234-0-s260:p0,21,11,61,4,1513,100,10,40,22143,2013,2009,True,False
rome,rome:60:234-0-s260:p0,22,11,59,0,1513,100,10,0,21417,1947,1947,False,False
rome,rome:60:234-0-s260:p0,23,11,60,0,1513,100,10,0,21780,1980,1980,False,False
rome,rome:60:24-0-s158:p0,0,11,58,15,1111,120,12,180,21054,1914,1899,False,False
rome,rome:60:24-0-s158:p0,1,11,59,9,1111,120,12,108,21417,1947,1938,False,False
rome,rome:60:24-0-s158:p0,2,11,61,0,1111,120,12,0,22143,2013,2013,True,False
rome,rome:60:24-0-s158:p0,3,11,59,0,1111,120,12,0,21417,1947,1947,False,False
rome,rome:60:24-0-s158:p0,4,11,64,9,1111,120,12,108,23232,2112,2103,True,False
rome,rome:60:24-0-s158:p0,5,11,56,2,1111,120,12,24,20328,1848,1846,False,False
rome,rome:60:24-0-s158:p0,6,11,63,0,1111,120,12,0,22869,2079,2079,True,False
rome,rome:60:24-0-s158:p0,7,11,58,0,1111,120,12,0,21054,1914,1914,False,False
rome,rome:60:24-0-s158:p0,8,11,62,3,1111,120,12,36,22506,2046,2043,True,False
rome,rome:60:24-0-s158:p0,9,11,58,3,1111,120,12,36,21054,1914,1911,False,False
rome,rome:60:24-0-s158:p0,10,11,59,1,1111,120,12,12,21417,1947,1946,False,False
rome,rome:60:24-0-s158:p0,11,11,61,0,1111,120,12,0,22143,2013,2013,True,False
rome,rome:60:24-0-s158:p0,12,11,60,3,1111,120,12,36,21780,1980,1977,False,False
rome,rome:60:24-0-s158:p0,13,11,60,11,1111,120,12,132,21780,1980,1969,False,False
rome,rome:60:24-0-s158:p0,14,11,61,0,1111,120,12,0,22143,2013,2013,True,False
rome,rome:60:24-0-s158:p0,15,11,60,12,1111,120,12,144,21780,1980,1968,False,False
rome,rome:60:24-0-s158:p0,16,11,60,7,1111,120,12,84,21780,1980,1973,False,False
rome,rome:60:24-0-s158:p0,17,11,61,11,1111,120,12,132,22143,2013,2002,True,False
rome,rome:60:24-0-s158:p0,18,11,58,16,1111,120,12,192,21054,1914,1898,False,False
rome,rome:60:24-0-s158:p0,19,11,62,1,1111,120,12,12,22506,2046,2045,True,False
rome,rome:60:24-0-s158:p0,20,11,58,2,1111,120,12,24,21054,1914,1912,False,False
rome,rome:60:24-0-s158:p0,21,11,59,29,1111,120,12,348,21417,1947,1918,False,False
rome,rome:60:24-0-s158:p0,22,11,61,19,1111,120,12,228,22143,2013,1994,True,False
rome,rome:60:24-0-s158:p0,23,11,62,8,1111,120,12,96,22506,2046,2038,True,False
rome,rome:60:24-0-s158:p1,0,11,60,10,1111,120,12,120,21780,1980,1970,False,False
rome,rome:60:24-0-s158:p1,1,11,66,2,1111,120,12,24,23958,2178,2176,True,False
rome,rome:60:24-0-s158:p1,2,11,45,1,1111,120,12,12,16335,1485,1484,False,False
rome,rome:60:24-0-s158:p1,3,11,59,0,1111,120,12,0,21417,1947,1947,False,False
rome,rome:60:24-0-s158:p1,4,11,61,24,1111,120,12,288,22143,2013,1989,True,False
rome,rome:60:24-0-s158:p1,5,11,73,13,1111,120,12,156,26499,2409,2396,True,False
rome,rome:60:24-0-s158:p1,6,11,49,106,1111,120,12,1272,17787,1617,1511,False,False
rome,rome:60:24-0-s158:p1,7,11,70,0,1012,120,12,0,25410,2310,2310,True,False
rome,rome:60:24-0-s158:p1,8,11,47,0,1012,120,12,0,17061,1551,1551,False,False
rome,rome:60:24-0-s158:p1,9,11,74,8,1012,120,12,96,26862,2442,2434,True,False
rome,rome:60:24-0-s158:p1,10,11,60,14,1012,120,12,168,21780,1980,1966,False,False
rome,rome:60:24-0-s158:p1,11,11,47,13,1012,120,12,156,17061,1551,1538,False,False
rome,rome:60:24-0-s158:p1,12,11,73,25,1012,120,12,300,26499,2409,2384,True,False
rome,rome:60:24-0-s158:p1,13,11,47,11,1112,120,12,132,17061,1551,1540,False,False
rome,rome:60:24-0-s158:p1,14,11,72,18,1112,120,12,216,26136,2376,2358,True,False
rome,rome:60:24-0-s158:p1,15,11,61,8,1112,120,12,96,22143,2013,2005,True,False
rome,rome:60:24-0-s158:p1,16,11,59,19,1112,120,12,228,21417,1947,1928,False,False
rome,rome:60:24-0-s158:p1,17,11,60,6,1112,120,12,72,21780,1980,1974,False,False
rome,rome:60:24-0-s158:p1,18,11,60,4,1112,120,12,48,21780,1980,1976,False,False
rome,rome:60:24-0-s158:p1,19,11,60,4,1112,120,12,48,21780,1980,1976,False,False
rome,rome:60:24-0-s158:p1,20,11,51,9,1112,120,12,108,18513,1683,1674,False,False
rome,rome:60:24-0-s158:p1,21,11,69,25,1012,120,12,300,25047,2277,2252,True,False
rome,rome:60:24-0-s158:p1,22,11,48,4,1012,120,12,48,17424,1584,1580,False,False
rome,rome:60:24-0-s158:p1,23,11,72,13,1012,120,12,156,26136,2376,2363,True,False
rome,rome:60:24-0-s158:p2,0,11,72,19,1012,120,12,228,26136,2376,2357,True,False
rome,rome:60:24-0-s158:p2,1,11,67,15,1012,120,12,180,24321,2211,2196,True,False
rome,rome:60:24-0-s158:p2,2,11,53,6,1012,120,12,72,19239,1749,1743,False,False
rome,rome:60:24-0-s158:p2,3,11,68,8,1012,120,12,96,24684,2244,2236,True,False
rome,rome:60:24-0-s158:p2,4,11,53,5,1012,120,12,60,19239,1749,1744,False,False
rome,rome:60:24-0-s158:p2,5,11,62,10,1012,120,12,120,22506,2046,2036,True,False
rome,rome:60:24-0-s158:p2,6,11,45,1,1112,120,12,12,16335,1485,1484,False,False
rome,rome:60:24-0-s158:p2,7,11,60,8,1112,120,12,96,21780,1980,1972,False,False
rome,rome:60:24-0-s158:p2,8,11,60,16,1012,120,12,192,21780,1980,1964,False,False
rome,rome:60:24-0-s158:p2,9,11,76,7,1012,120,12,84,27588,2508,2501,True,False
rome,rome:60:24-0-s158:p2,10,11,44,6,1012,120,12,72,15972,1452,1446,False,False
rome,rome:60:24-0-s158:p2,11,11,60,3,1012,120,12,36,21780,1980,1977,False,False
rome,rome:60:24-0-s158:p2,12,11,76,0,1012,120,12,0,27588,2508,2508,True,False
rome,rome:60:24-0-s158:p2,13,11,56,2,1012,120,12,24,20328,1848,1846,False,False
rome,rome:60:24-0-s158:p2,14,11,61,1,1012,120,12,12,22143,2013,2012,True,False
rome,rome:60:24-0-s158:p2,15,11,59,2,1012,120,12,24,21417,1947,1945,False,False
rome,rome:60:24-0-s158:p2,16,11,63,0,1012,120,12,0,22869,2079,2079,True,False
rome,rome:60:24-0-s158:p2,17,11,59,12,1012,120,12,144,21417,1947,1935,False,False
rome,rome:60:24-0-s158:p2,18,11,58,9,1012,120,12,108,21054,1914,1905,False,False
rome,rome:60:24-0-s158:p2,19,11,52,1,1112,120,12,12,18876,1716,1715,False,False
rome,rome:60:24-0-s158:p2,20,11,69,0,1112,120,12,0,25047,2277,2277,True,False
rome,rome:60:24-0-s158:p2,21,11,50,1,1112,120,12,12,18150,1650,1649,False,False
rome,rome:60:24-0-s158:p2,22,11,73,1,1112,120,12,12,26499,2409,2408,True,False
rome,rome:60:24-0-s158:p2,23,11,58,0,1112,120,12,0,21054,1914,1914,False,False
rome,rome:60:24-0-s158:p3,0,11,58,2,1112,120,12,24,21054,1914,1912,False,False
rome,rome:60:24-0-s158:p3,1,11,60,0,1112,120,12,0,21780,1980,1980,False,False
rome,rome:60:24-0-s158:p3,2,11,60,21,1112,120,12,252,21780,1980,1959,False,False
rome,rome:60:24-0-s158:p3,3,11,52,11,1112,120,12,132,18876,1716,1705,False,False
rome,rome:60:24-0-s158:p3,4,11,60,19,1112,120,12,228,21780,1980,1961,False,False
rome,rome:60:24-0-s158:p3,5,11,60,19,1113,120,12,228,21780,1980,1961,False,False
rome,rome:60:24-0-s158:p3,6,11,61,22,1112,120,12,264,22143,2013,1991,True,False
rome,rome:60:24-0-s158:p3,7,11,59,17,1112,120,12,204,21417,1947,1930,False,False
rome,rome:60:24-0-s158:p3,8,11,62,31,1112,120,12,372,22506,2046,2015,True,False
rome,rome:60:24-0-s158:p3,9,11,60,16,1113,120,12,192,21780,1980,1964,False,False
rome,rome:60:24-0-s158:p3,10,11,61,26,1113,120,12,312,22143,2013,1987,True,False
rome,rome:60:24-0-s158:p3,11,11,57,20,1112,120,12,240,20691,1881,1861,False,False
rome,rome:60:24-0-s158:p3,12,11,60,28,1112,120,12,336,21780,1980,1952,False,False
rome,rome:60:24-0-s158:p3,13,11,60,24,1112,120,12,288,21780,1980,1956,False,False
rome,rome:60:24-0-s158:p3,14,11,60,28,1112,120,12,336,21780,1980,1952,False,False
rome,rome:60:24-0-s158:p3,15,11,61,36,1112,120,12,432,22143,2013,1977,True,False
rome,rome:60:24-0-s158:p3,16,11,59,11,1112,120,12,132,21417,1947,1936,False,False
rome,rome:60:24-0-s158:p3,17,11,61,0,1112,120,12,0,22143,2013,2013,True,False
rome,rome:60:24-0-s158:p3,18,11,60,0,1112,120,12,0,21780,1980,1980,False,False
